ACLED Actor1,ACLED Actor1 (group),ACLED Actor2,ACLED Admin1,ACLED Admin2,ACLED Admin3,ACLED Ally Actor1,ACLED Ally Actor2,ACLED CreatedOn,ACLED Event ID Cnty,ACLED Event ID No Cnty,ACLED Event SubType,ACLED Event SubTypeDesc,ACLED Event Type,ACLED Event TypeDesc,ACLED Location,ACLED Notes,ACLED Region,ACLED Source,ACLED SourceScale,ACLED Year,Geographic Area,ACLED Fatalities,ACLED Geo Precision,ACLED Geometrry,Acled Gwno,ACLED Inter1,ACLED Inter2,ACLED Interaction,ACLED Latitude,ACLED Longitude,Acled Pk,TimeFK Event Date
Police Forces of Nigeria (2015-),State Security Forces,Unidentified Armed Group (Nigeria),Anambra,Idemili North,,,,2/21/2023 9:05,NIG30016,30016,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Ogidi,"On 13 February 2023, an unidentified armed group attempted to attack a police station and were engaged in an armed clash by policemen at Ogidi (Idemili North, Anambra). One of the assailants was killed, many expended cartridges and 25 liters of PMS were recovered.",Western Africa,Daily Independent (Nigeria),National,2023,South,1,1,Point,,1,3,13,6.1518,6.8655,4168698,20230213
Police Forces of Nigeria (2015-),State Security Forces,Unidentified Armed Group (Nigeria),Bauchi,Alkaleri,,Hunters Group of Nigeria,,1/24/2023 9:05,NIG29598,29598,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Mansur,"On 7 January 2023, the police and the local hunters attacked an unidentified armed group in their enclave in Mansur forest, Mansur (Alkaleri, Bauchi). The police shot and killed two members of the group during a gun battle and recovered a fabricated SMG rifle and three operational motorcycles (Honda Bajaj). 2 fatalities reported.",Western Africa,Nigeria Punch,National,2023,North East,2,1,Point,,1,3,13,9.7177,10.6297,4137452,20230107
Military Forces of Nigeria (2015-),State Security Forces,Unidentified Armed Group (Nigeria),Edo,Igueben,,Police Forces of Nigeria (2015-),,1/17/2023 9:05,NIG29511,29511,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Ugoneki,"On 12 January 2023, the Nigerian security forces clashed with unidentified armed men in Ugoneki (Igueben, Edo) while trying to rescue the President of the Igueben Area Customary Court abducted by the militiamen. The President of the Customary Court was rescued with gun wounds, and the armed men shot a police officer dead in the operation. 1 fatality reported.",Western Africa,Nigeria Punch,National,2023,South,1,1,Point,,1,3,13,6.3039,5.8839,4134213,20230112
Police Forces of Nigeria (2015-),State Security Forces,Unidentified Armed Group (Nigeria),Gombe,Akko,,Akko Communal Militia (Nigeria); Hunters Group of Nigeria,,2/21/2023 9:05,NIG30009,30009,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Lawanti,"On 13 February 2023, policemen in collaboration with hunters and a local defense militia clashed with an unidentified armed group that was tracked and sighted at Lawanti axis (Akko, Gombe). One member of the group was killed; two others escaped with gunshot wounds, a rifle, a magazine with 5 live bullets and a motorcycle were recovered.",Western Africa,Nigeria Punch,National,2023,North East,1,1,Point,,1,3,13,10.3021,10.9226,4168697,20230213
Military Forces of Nigeria (2015-),State Security Forces,Unidentified Armed Group (Nigeria),Imo,Ideato North,,,,1/24/2023 9:05,NIG29615,29615,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Akokwa,"On 15 January 2023, Nigeria security forces clashed with an unidentified armed group in Akokwa (Ideato North, Imo). The Nigeria military invaded the camp of the armed group and engaged them in gun fights. The clash resulted in the death of some of the armed group members and the arrest of others. Unknown casualties coded as 3.",Western Africa,Vanguard (Nigeria),National,2023,South,3,1,Point,,1,3,13,5.9088,7.1106,4138149,20230115
Police Forces of Nigeria (2015-),State Security Forces,Unidentified Armed Group (Nigeria),Kwara,Moro,,Moro Communal Militia (Nigeria); Hunters Group of Nigeria,,1/31/2023 9:05,NIG29748,29748,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Bode Saadu,"On 23 January 2023, policemen in collaboration with local hunters and a local defense militia clashed with an unidentified armed group at a forest in Bode Saadu (Moro, Kwara) based on intelligence gathered about the group's activities. Three members of the armed group were killed, two others were arrested with locally made guns.",Western Africa,Daily Trust (Nigeria),National,2023,Centre,3,1,Point,,1,3,13,8.939,4.7823,4144430,20230123
Police Forces of Nigeria (2015-),State Security Forces,Unidentified Cult Militia (Nigeria),Osun,Osogbo,,,,1/24/2023 9:05,NIG29604,29604,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Oshogbo,"On 20 January 2023, the Nigerian police engaged an unidentified cult militia in a gun battle in the Oke Baale, Oshogbo (Osogbo, Osun). The cult militias had engaged each other in gunfights before the police intervened. On sighting the policemen, one of the groups opened fire on them. The police responded with superior firepower, and the militia fled. No fatality reported.",Western Africa,Daily Post (Nigeria),National,2023,South,0,1,Point,,1,3,13,7.7667,4.5667,4139790,20230120
Police Forces of Nigeria (2015-),State Security Forces,Unidentified Armed Group (Nigeria),Osun,Ilesha West,,Police Forces of Nigeria (2015-) Department of State Services,,2/28/2023 9:06,NIG30112,30112,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Ilesa,"On 22 February 2023, an unidentified armed group suspected to be affiliated with politics clashed with policemen and DSS operatives attached to the speaker of the Osun state house of assembly when they invaded his hotel where he was lodged at Ilesa (Ilesha West, Osun). The assailants shot sporadically, casualties are unknown. The speaker claimed that the attack was an attempted assassination.",Western Africa,New Telegraph; Premium Times (Nigeria),National,2023,South,0,1,Point,,1,3,13,7.6167,4.7333,4178173,20230222
Police Forces of Nigeria (2015-),State Security Forces,Unidentified Armed Group (Nigeria),Plateau,Jos East,,,,1/24/2023 9:05,NIG29602,29602,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Shere,"On 20 January 2023, the Nigerian police clashed with an unidentified armed group in Shere (Jos East, Plateau). The armed group abducted the paramount traditional ruler of Izere, Plateau State, and opened fire on the police attempting to rescue the monarch. A civilian guard was shot dead, and a police officer sustained a gun injury during the rescue operation. 1 fatality reported.",Western Africa,Daily Leadership (Nigeria),National,2023,Centre,1,1,Point,,1,3,13,9.9578,9.052,4139789,20230120
Military Forces of Nigeria (2015-),State Security Forces,Unidentified Armed Group (Nigeria),Imo,Okigwe,,,,1/10/2023 9:05,NIG29416,29416,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Okigwi,"On 31 December 2022, Nigerian troops invaded the camp of an unidentified armed group that is loyal to Biafran ideology and engaged them in an armed clashed with in Okigwi (Okigwe, Imo). An unspecified number of fatalities were recorded by both sides, coded as 3. Other sources report that the troops sacked the community, killed many residents, wounded others and looted small businesses and properties.",Western Africa,Blueprint; Sahara Reporters; Vanguard (Nigeria),National-Regional,2022,South,3,1,Point,,1,3,13,5.8352,7.3599,4103136,20221231
Police Forces of Nigeria (2015-),State Security Forces,Unidentified Armed Group (Nigeria),Anambra,Ihiala,,,,1/17/2023 9:05,NIG29529,29529,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Ihiala,"On 12 January 2023, the Nigerian Police clashed with an unidentified armed group in Ihiala (Ihiala, Anambra) while responding to a distress call over the attack on the community. The assaillants had killed four members of the state vigilante group and burnt many houses, coded separately, before the police engaged them in an arms fight. The police killed one of the assailants and recovered two locally-made IED launchers, seven undetonated IEDs, 40 pieces of live cartridges, 15 live 7.62MM AK-47 ammunition, knives, charms, and other weapons. 1 fatality reported.",Western Africa,Nigeria Punch; Sahara Reporters; Vanguard (Nigeria),National-Regional,2023,South,1,1,Point,,1,3,13,5.8538,6.8603,4134217,20230112
Military Forces of Nigeria (2015-),State Security Forces,Kaduna Communal Militia (Nigeria),Kaduna,Giwa,,Police Forces of Nigeria (2015-),,12/6/2022 15:53,NIG28820,28820,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Gulbala,"On 18 November 2022, soldiers and policemen clashed with a Kaduna militia that attacked travelers at Gulbala (Giwa, Kaduna). The roadblock set up by the assailants was dismantled and 76 abductees were rescued by the troops while three travelers were missing [presumed abducted].",Western Africa,Daily Trust (Nigeria); Daily Post (Nigeria),National,2022,North West,0,1,Point,,1,4,14,11.3034,7.4039,4061325,20221118
Military Forces of Nigeria (2015-),State Security Forces,Kaduna Communal Militia (Nigeria),Kaduna,Birnin Gwari,,,,1/10/2023 9:05,NIG29249,29249,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Gwaska,"On 17 December 2022, the special forces of the Nigerian Air Force clashed with a Kaduna militia and rescued seven Chinese abductees in Gwaska (Birnin Gwari, Kaduna) and Kamfanin Doka [coded separately] who were previously abducted in Niger state [coded separately]. The militiamen fled, abandoned their weapons and the abductees.",Western Africa,Blueprint; Concise News; Daily Trust (Nigeria),National,2022,North West,0,1,Point,,1,4,14,10.9063,6.5682,4099324,20221217
Military Forces of Nigeria (2015-),State Security Forces,Kaduna Communal Militia (Nigeria),Kaduna,Birnin Gwari,,,,1/10/2023 9:05,NIG29250,29250,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Kamfanin Doka,"On 17 December 2022, the special forces of the Nigerian Air Force clashed with a Kaduna militia and rescued seven Chinese abductees in Kamfanin Doka (Birnin Gwari, Kaduna) and Gwaska [coded separately] who were previously abducted in Niger state [coded separately]. The militiamen fled, abandoned their weapons and the abductees.",Western Africa,Blueprint; Concise News; Daily Trust (Nigeria),National,2022,North West,0,1,Point,,1,4,14,10.7979,6.6345,4099325,20221217
